연번,센터유형,센터명,운영기관,시설명,우편번호,주소,X,Y,사무실전화번호
179,지역,코로나19 대구광역시 수성구 예방접종센터,,대구육상진흥센터,42250,대구광역시 수성구 미술관로 88 (삼덕동),128.6792297,35.8282552,053-666-3117
180,지역,코로나19 대구광역시 달성군 예방접종센터,,농협달성유통센터,42945,대구광역시 달성군 화원읍 성천로 9,128.4871823,35.7992908,053-668-3133
181,지역,코로나19 인천광역시 계양구 예방접종센터,,계양아시아드양궁장,21072,인천광역시 계양구 봉오대로 855,126.7480273,37.5339559,032-430-7972
182,지역,코로나19 경기도 남양주시 예방접종센터,,진접체육문화센터,12009,경기도 남양주시 진접읍 금강로 1509-24,127.189713,37.72715834,031-579-6763
183,지역,코로나19 경기도 수원시 권선구 예방접종센터,,정현 중보들 테니스 센터,16648,경기도 수원시 권선구 오목천로 270,126.9895474,37.24757608,031-228-3701
184,지역,코로나19 경기도 연천군 예방접종센터,,연천군보건의료원 대회의실,11027,경기도 연천군 전곡읍 은대성로95,127.060977,38.0234715,031-839-4067
185,지역,코로나19 강원도 양양군 예방접종센터,,일출예식장,25024,강원도 양양군 양양읍 양양로 114-5,128.616466,38.0741886,033-670-2221
186,지역,코로나19 충청북도 영동군 예방접종센터,,영동군보건소,29150,충청북도 영동군 반곡동길 7,127.7759961,36.1684925,043-740-5590 
187,지역,코로나19 충청북도 단양군 예방접종센터,,다목적체육관,27010,충청북도 단양군 단양읍 별곡3로19,128.3649418,36.9874322,043-420-2872 
188,지역,코로나19 충청남도 계룡시 예방접종센터,,계룡시민체육관,32829,충청남도 계룡시 엄사면 문화1로51,127.2332687,36.2697923,042-840-3523
189,지역,코로나19 충청남도 금산군 예방접종센터,,금산종합체육관,32745,충청남도 금산군 금산읍 사직로 20,127.478921,36.10154574,041-750-4332
190,지역,코로나19 충청남도 청양군 예방접종센터,,청양다목적체육관,33340,충청남도 청양군 청양읍 충절로 1199,126.79263,36.45307927,041-940-4807
191,지역,코로나19 충청남도 홍성군 예방접종센터,,홍주문화체육센터,32216,충청남도 홍성군 홍성읍 홍덕서로 78,126.641707,36.60818132,041-630-9042
192,지역,코로나19 전라북도 김제시 예방접종센터,,김제시체육관,54368,전라북도 김제시 도작로 224-98,126.9018012,35.814521,063-540-1320
193,지역,코로나19 전라북도 완주군 예방접종센터,,문화체육센터,55333,전라북도 완주군 삼례읍 삼봉로 215,127.0933802,35.9199139,063-290-3021
194,지역,코로나19 전라북도 장수군 예방접종센터,,한누리전당 산디관,55638,전라북도 장수군 장수읍 한누리로 393,127.5181926,35.6410784,063-350-2660
195,지역,코로나19 전라북도 임실군 예방접종센터,,군민회관,55927,전라북도 임실군 임실읍 호국로 1703,127.2871073,35.6149021,063-640-3174
196,지역,코로나19 전라북도 순창군 예방접종센터,,장애인체육관,56033,전라북도 순창군 장류로 407-11,127.1474764,35.3773218,063-650-5211
197,지역,코로나19 전라북도 부안군 예방접종센터,,예술회관,56311,전라북도 부안군 부안읍 예술회관길 11,126.7254977,35.7243663,063-580-3046
198,지역,코로나19 경상북도 김천시 예방접종센터,,국민체육센터,39524,경상북도 김천시 운동장길 1,128.0886473,36.14498689,054-421-2715
199,지역,코로나19 경상북도 영주시 예방접종센터,,영주국민체육센터,36140,경상북도 영주시 가흥로109,128.6066604,36.806657,054-639-5776
200,지역,코로나19 경상북도 상주시 예방접종센터,,상주시 실내체육관 구관,37159,경상북도 상주시 북상주로 24-7,128.162938,36.43161,054-537-6582
201,지역,코로나19 경상북도 영덕군 예방접종센터,,영덕국민체육센터,36427,경상북도 영덕군 영덕읍 강변길 290,129.365543,36.4178093,054-730-6853
202,지역,코로나19 경상북도 예천군 예방접종센터,,국민체육센터,36826,경상북도 예천군 예천읍 충효로 111 ,128.4364739,36.64649427,054-650-8051
203,지역,코로나19 경상남도 창원시 진해구 예방접종센터,,진해종합사회복지관,51629,경상남도 창원시 진해구 진해대로 1101,128.7106363,35.1341853,055-225-6492
204,지역,코로나19 제주특별자치도 서귀포시 예방접종센터,,서귀포의료원((舊)건강증진센터),63585,제주특별자치도 서귀포시 장수로 47,126.5639216,33.2555355,064-760-6085
205,지역,코로나19 서울특별시 강남구 예방접종센터,,강남관광정보센터,6001,서울특별시 강남구 압구정로 161,127.0270865,37.5268288,02-3423-5162
206,지역,코로나19 부산광역시 서구 예방접종센터,,서구가족센터,49252,부산광역시 서구 구덕로 127,129.0220581,35.0963326,051-290-5322
207,지역,코로나19 부산광역시 해운대구 예방접종센터,,해운대구 문화복합센터,48049,부산광역시 해운대구 센텀중앙로 170,129.1214911,35.1821442,051-749-1657
208,지역,코로나19 부산광역시 사상구 예방접종센터,,보훈병원 체육관,46996,부산광역시 사상구 백양대로 420(주례동),129.0082,35.153407,070-8826-0939
209,지역,코로나19 부산광역시 중구 예방접종센터,,가톨릭센터,48968,부산광역시 중구 중구로 71,129.0285284,35.10430727,051-600-4102
210,지역,코로나19 부산광역시 동구 예방접종센터,,부산진역 공터,601-030,부산광역시 동구 수정동 79-711,129.0490413,35.1285274,051-440-6460
211,지역,코로나19 부산광역시 동래구 예방접종센터,,사직실내체육관,47874,부산광역시 동래구 사직로 55-32,129.0606889,35.1920417,051-550-4981
212,지역,코로나19 부산광역시 강서구 예방접종센터,,강서체육공원,46703,부산광역시 강서구 체육공원로 43,128.9722029,35.2101433,051-970-2806
213,지역,코로나19 부산광역시 연제구 예방접종센터,,연제구 국민체육센터,47579,부산광역시 연제구 쌍미천로 132,129.0874305,35.1842151,051-665-5372
214,지역,코로나19 부산광역시 수영구 예방접종센터,,수영구 국민체육센터,48264,부산광역시 수영구 수영로521번길 77,129.1074595,35.1529382,051-610-5603
215,지역,코로나19 대구광역시 남구 예방접종센터,,대덕문화전당,42501,대구광역시 남구 앞산순환로 478,128.576875,35.8313,053-664-3497
216,지역,코로나19 대구광역시 달서구 예방접종센터,,월배국민체육센터,42829,대구광역시 달서구 갈밭남로 76,128.535892,35.80155361,053-667-2225
217,지역,코로나19 인천광역시 중구 예방접종센터,,하늘문화센터,22379,인천광역시 중구 영종해안북로 1000-26,126.4719929,37.4959954,032-760-6022
218,지역,코로나19 인천광역시 미추홀구 예방접종센터,,인천대학교 제물포캠퍼스 예체능관,22100,인천광역시 미추홀구 석정로 165,126.65915,37.4712917,032-880-5702
219,지역,코로나19 인천광역시 남동구 예방접종센터,,길병원,21565,인천광역시 남동구 독점로29번길 16,126.7100036,37.4526129,032-453-5658
220,지역,코로나19 인천광역시 서구 예방접종센터,,검단복지회관,22633,인천광역시 서구 완정로92번길 18,126.666375,37.600394,032-560-5053
221,지역,코로나19 인천광역시 옹진군 예방접종센터,,옹진국민체육센터,23119,인천광역시 옹진군 영흥면 영흥로 348번길 175-29,126.4722172,37.2601125,032-899-3130
222,지역,코로나19 경기도 동두천시 예방접종센터,,동두천시 시민회관,11340,경기도 동두천시 어수로4(상패동),127.0430468,37.9052419,031-860-2634
223,지역,코로나19 경기도 오산시 예방접종센터,,오산스포츠센터,18131,경기도 오산시 경기동로 33,127.0756636,37.1586968,031-8036-6057
224,지역,코로나19 경기도 양주시 예방접종센터,,경기섬유종합지원센터 ,11497,경기도 양주시 평화로1215,127.0451659,37.7991099,031-8082-7157
225,지역,코로나19 경기도 수원시 장안구 예방접종센터,,수원종합운동장 국민체육센터,16308,경기도 수원시 장안구 경수대로 893,127.0094971,37.2974488,031-228-3737
226,지역,코로나19 경기도 수원시 팔달구 예방접종센터,,청소년문화센터 꿈의 체육관,16486,경기도 수원시 팔달구 권광로 293,127.0349868,37.2739402,031-228-3701
227,지역,코로나19 경기도 화성시 예방접종센터,,화성종합경기타운,18588,경기도 화성시 향남읍 향남로 470,126.924674,37.1373255,031-5189-6205
228,지역,코로나19 경기도 성남시 수정구 예방접종센터,,수정커뮤니티센터,13327,경기도 성남시 수정구 탄리로 59,127.1359321,37.44100098,031-729-3843
229,지역,코로나19 경기도 성남시 중원구 예방접종센터,,성남종합스포츠센터 다목적체육관,13363,경기도 성남시 중원구 제일로 60,127.1380368,37.4315658,031-729-3901
230,지역,코로나19 경기도 안산시 상록구 예방접종센터,,감골시민홀체육관,15620,경기도 안산시 상록구 석호로226,126.8553523,37.2933981,031-369-1734
231,지역,코로나19 경기도 안성시 예방접종센터,,경기도의료원 안성병원,17568,경기도 안성시 남파로 95,127.2603668,37.0173531,031-678-5913
232,지역,코로나19 경기도 용인시 수지구 예방접종센터,,수지구청 대회의실,16835,경기도 용인시 수지구 포은대로 435,127.0977799,37.3222422,031-324-8477
233,지역,코로나19 경기도 용인시 기흥구 예방접종센터,,(舊)경찰대 실내체육관,16912,경기도 용인시 기흥구 언남로 74,127.1337666,37.2951527,031-324-6083
234,지역,코로나19 경기도 고양시 일산서구 예방접종센터,,고양체육관,10223,경기도 고양시 일산서구 중앙로 1601,126.7417719,37.674541,031-8075-9441
235,지역,코로나19 경기도 시흥시 예방접종센터,,시흥시체육관,14902,경기도 시흥시 서해안로 1589,126.7848191,37.4477283,031-310-5851
236,지역,코로나19 경기도 김포시 예방접종센터,,김포생활체육관,10068,경기도 김포시 김포한강8로 198-3,126.6447177,37.6404091,031-5186-8300
237,지역,코로나19 경기도 평택시 예방접종센터,,평택시청소년문화센터 실내체육관,17903,경기도 평택시 평남로 616,127.1093198,36.9883736,031-8024-4336
238,지역,코로나19 경기도 과천시 예방접종센터,,청소년수련관 실내체육관,13828,경기도 과천시 참마을로9,127.000878,37.4264782,02-2150-3155
239,지역,코로나19 경기도 가평군 예방접종센터,,가평체육관,12416,경기도 가평군 가평읍 문화로 131,127.506962,37.8236992,031-580-4371
240,지역,코로나19 강원도 홍천군 예방접종센터,,홍천군민스포츠센터,25126,강원도 홍천군 홍천읍 태학리 310-3,127.9070191,37.7066843,033-430-4028
241,지역,코로나19 강원도 횡성군 예방접종센터,,횡성농민문화체육센터,25216,강원도 횡성군  문화체육로 57,127.9891498,37.4960871,033-340-5648
242,지역,코로나19 강원도 철원군 예방접종센터,,갈말게이트볼장,24032,강원도 철원군 갈말읍 갈말로53-1,127.303393,38.1601262,033-450-4115
243,지역,코로나19 강원도 화천군 예방접종센터,,화천체육관,24140,강원도 화천군 하남면 춘화로 3351,127.706018,38.09847,033-440-2813
244,지역,코로나19 강원도 양구군 예방접종센터,,양구문예회관,24521,강원도 양구군 양구읍 비봉로73번길 52-1,127.9838505,38.1094228,033-480-2806
245,지역,코로나19 충청북도 청주시 청원구 예방접종센터,,청주시장애인스포츠센터,28353,충청북도 청주시 청원구 사천로18번길81,127.4780619,36.6787376,043-201-0937
246,지역,코로나19 충청북도 보은군 예방접종센터,,보은군보건소,28943,충청북도 보은군 보은읍 동광길 50,127.7161667,36.486794,043-540-5726
247,지역,코로나19 충청북도 증평군 예방접종센터,,증평청소년수련관,27948,충청북도 증평군 증평읍 보건복지로 64-2,127.5847079,36.7737834,043-835-4225
248,지역,코로나19 충청북도 진천군 예방접종센터,,진천화랑관,27841,충청북도 진천군 진천읍 문화로 69-4,127.4400875,36.8493237,043-539-7328
249,지역,코로나19 충청북도 괴산군 예방접종센터,,괴산문화체육센터,28026,충청북도 괴산군 임꺽정로 99-9,127.7860918,36.8138185,043-830-2307
250,지역,코로나19 전라북도 무주군 예방접종센터,,무주예체문화관,55514,전라북도 무주군 무주읍 한풍루로 326-17,127.6625497,36.0022942,063-320-8103
251,지역,코로나19 경상북도 구미시 예방접종센터,,금오산 올림핌기념 국민생활관,39305,경상북도 구미시 산책길 63,128.3293625,36.1234321,054-480-4043
252,지역,코로나19 경상북도 군위군 예방접종센터,,군위국민체육센터 ,39013,경상북도 군위군 군위읍 군청로 158,128.5739375,36.2371596,054-380-7440
253,지역,코로나19 경상북도 영양군 예방접종센터,,영양군민회관,36540,경상북도 영양군 영양읍 군민회관길 46,129.1169625,36.6597572,054-680-5123
254,지역,코로나19 경상북도 청도군 예방접종센터,,청도국민체육센터,38333,경상북도 청도군 화양읍 청려로 1846,128.7174331,35.6485275,054-370-2646
255,지역,코로나19 경상북도 성주군 예방접종센터,,성주체육관,40030,경상북도 성주군 성주읍 성주로 3257,128.2901752,35.918242,054-930-8273
256,지역,코로나19 경상북도 울진군 예방접종센터,,울진군민체육관,36324,경상북도 울진군 울진읍 연호로 47,129.4066048,36.9946096,054-789-5032
257,지역,코로나19 경상북도 울릉군 예방접종센터,,울릉군보건의료원,40217,경상북도 울릉군 울릉읍 울릉순환로 396-18,130.8995244,37.4858676,054-790-6832
258,지역,코로나19 서울특별시 은평구 예방접종센터,,은평다목적체육관,3311,서울특별시 은평구 진관1로 40,126.9252476,37.63121555,02-351-6187
259,지역,코로나19 서울특별시 강서구 예방접종센터,,(舊)염강초등학교 체육관,7531,서울특별시 강서구 허준로 221-22(가양동),126.8649297,37.56097,02-2600-6119
260,지역,코로나19 서울특별시 노원구 예방접종센터,,월계문화체육센터,1884,서울특별시 노원구 월계로 298,127.0547125,37.6266706,02-2116-3084
261,지역,코로나19 전라남도 무안군 예방접종센터,,남악주민다목적생활체육관,58578,전라남도 무안군 삼향읍 남악로 327,126.475479,34.80590515,061-450-5112
262,지역,코로나19 경기도 부천시 예방접종센터,,송내사회체육관,14726,"경기도 부천시 경인로 120번길, 45",126.7689255,37.48204755,032-625-4269
263,지역,코로나19 울산광역시 울주군 예방접종센터,,남부통합보건지소,44969,울산광역시 울주군 온양읍 터실1길 13,129.2907,35.4553083,052-204-2821
264,지역,코로나19 서울특별시 영등포구 예방접종센터,,영등포제1스포츠센터,7398,서울특별시 영등포구 신풍로 1,126.9063045,37.500466,02-2670-3314
265,지역,코로나19 서울특별시 구로구 예방접종센터,,오류문화센터,8272,서울특별시 구로구 경인로20가길 38,126.8460411,37.49545021,02-860-3304
266,지역,코로나19 서울특별시 송파구 예방접종센터,,송파구민회관,5584,서울특별시 송파구 백제고분로 242,127.0932121,37.5021377,02-2147-2131
267,지역,코로나19 인천광역시 남동구 예방접종센터,,남동다목적실내체육관,21599,인천광역시 남동구 소래로 540,126.7359446,37.43717997,032-453-5128
268,지역,코로나19 경상남도 김해시 예방접종센터,,율하체육관,51016,경상남도 김해시 율하2로 258,128.8214532,35.17866389,055-350-0486
269,지역,코로나19 전라북도 전주시 예방접종센터,,덕진보건소,54909,전라북도 전주시 덕진구 우아1길 20,127.1550561,35.8484765,063-247-8969
